Lat,Lon,Month,row_id,ssrd,ssrd_lag1,ssrd_lag2,ssrd_lag3,swvl1,swvl1_lag1,swvl1_lag2,swvl1_lag3,swvl2,swvl2_lag1,swvl2_lag2,swvl2_lag3,t2m,t2m_lag1,t2m_lag2,t2m_lag3,tp,tp_lag1,tp_lag2,tp_lag3
60.68528369329848,17.080566478529548,2024-09-01,67,10248206.0,16808160.0,17084132.0,23193632.0,0.2210083,0.17617798,0.25706482,0.30503845,0.22113037,0.17243958,0.25109863,0.3079071,287.08472,290.7754,290.2539,288.62036,0.0023273323,0.0011793261,0.0044996296,0.002030567
60.68333945156465,17.080196754430325,2024-09-01,68,10248206.0,16808160.0,19109012.0,23193632.0,0.2210083,0.17617798,0.2454071,0.30503845,0.22113037,0.17243958,0.24421692,0.3079071,287.08472,290.7754,290.6621,288.62036,0.0023273323,0.0011793261,0.0030646105,0.002030567
59.6550464170456,17.177924097928784,2024-04-01,69,11452944.0,7292364.0,1944318.0,653852.0,0.2559662,0.25221252,0.2677002,0.3942566,0.254776,0.25395203,0.26982117,0.3963318,277.938,274.95117,275.05103,270.32495,0.0021908963,0.0011530027,0.001089145,0.0008542135
59.32341798715592,12.42320719510356,2024-10-01,70,4378293.0,10531236.0,16433374.0,19076592.0,0.2517395,0.21018982,0.1802063,0.3567505,0.25549316,0.195755,0.18063354,0.35420227,282.20752,287.1394,291.125,290.5039,0.0017943298,0.0023869593,0.0014986356,0.002500825
60.49790417146679,16.053569494291395,2024-07-01,71,17114932.0,23225798.0,22169988.0,11347916.0,0.26029968,0.15428162,0.17442322,0.39135742,0.2561493,0.1511383,0.1875763,0.39137268,290.47266,288.9192,287.1355,277.09424,0.004450709,0.0020445518,0.0006643289,0.0023309896
58.4961871133288,13.687235462824336,2024-09-01,72,10244748.0,16808160.0,18283882.0,23193632.0,0.22988892,0.17617798,0.3251953,0.30503845,0.2312622,0.17243958,0.3267212,0.3079071,287.04175,290.7754,289.5254,288.62036,0.0023437534,0.0011793261,0.0055137505,0.002030567
58.03179449507548,12.84820905697908,2024-11-01,73,1990924.0,4814663.0,10847260.0,17103104.0,0.23228455,0.24273682,0.30078125,0.2982025,0.23532104,0.2453003,0.30404663,0.2982483,276.98828,282.46143,287.80542,290.7871,0.0006260404,0.002514488,0.0030696634,0.0012123098
57.968030191558654,12.705098258227288,2024-11-01,74,1990924.0,4814663.0,10847260.0,16577524.0,0.23228455,0.24273682,0.30078125,0.36016846,0.23532104,0.2453003,0.30404663,0.34640503,276.98828,282.46143,287.80542,291.0371,0.0006260404,0.002514488,0.0030696634,0.0013136079
57.96210053754448,12.687844552975324,2024-11-01,75,1990924.0,4814663.0,10847260.0,16577524.0,0.23228455,0.24273682,0.30078125,0.36016846,0.23532104,0.2453003,0.30404663,0.34640503,276.98828,282.46143,287.80542,291.0371,0.0006260404,0.002514488,0.0030696634,0.0013136079
57.95813968548512,12.68058267783037,2024-11-01,76,1990924.0,4814663.0,10483630.0,16577524.0,0.23228455,0.24273682,0.36587524,0.36016846,0.23532104,0.2453003,0.35017395,0.34640503,276.98828,282.46143,287.0066,291.0371,0.0006260404,0.002514488,0.0024462286,0.0013136079
57.953709418822456,12.671791614372284,2024-11-01,77,1990924.0,4814663.0,10483630.0,16577524.0,0.23228455,0.24273682,0.36587524,0.36016846,0.23532104,0.2453003,0.35017395,0.34640503,276.98828,282.46143,287.0066,291.0371,0.0006260404,0.002514488,0.0024462286,0.0013136079
57.93335204124844,12.634212377271297,2024-11-01,78,1990924.0,4814663.0,10483630.0,16577524.0,0.23228455,0.24273682,0.36587524,0.36016846,0.23532104,0.2453003,0.35017395,0.34640503,276.98828,282.46143,287.0066,291.0371,0.0006260404,0.002514488,0.0024462286,0.0013136079
57.933285919809336,12.634083088218183,2024-11-01,79,1990924.0,4814663.0,10483630.0,16577524.0,0.23228455,0.24273682,0.36587524,0.36016846,0.23532104,0.2453003,0.35017395,0.34640503,276.98828,282.46143,287.0066,291.0371,0.0006260404,0.002514488,0.0024462286,0.0013136079
57.82451336477078,12.359311436959096,2024-11-01,80,1990924.0,4814663.0,8147449.5,16577524.0,0.23228455,0.24273682,0.25926208,0.36016846,0.23532104,0.2453003,0.26249695,0.34640503,276.98828,282.46143,284.08862,291.0371,0.0006260404,0.002514488,0.002927566,0.0013136079
58.6349130819152,16.11008736908592,2024-10-01,81,4380863.0,10531236.0,12604954.0,18270408.0,0.25422668,0.21018982,0.25604248,0.41716003,0.25857544,0.195755,0.25590515,0.4068756,282.18994,287.1394,288.04883,290.88672,0.0018238565,0.0023869593,0.0030681004,0.002824888
58.63499400032443,16.110036420887067,2024-10-01,82,4380863.0,10531236.0,12604954.0,17451080.0,0.25422668,0.21018982,0.25604248,0.25578308,0.25857544,0.195755,0.25590515,0.25604248,282.18994,287.1394,288.04883,289.58008,0.0018238565,0.0023869593,0.0030681004,0.0034715314
