Lat,Lon,ssrd_lag1,ssrd_lag2,ssrd_lag3,swvl1_lag1,swvl1_lag2,swvl1_lag3,swvl2_lag1,swvl2_lag2,swvl2_lag3,t2m_lag1,t2m_lag2,t2m_lag3,tp_lag1,tp_lag2,tp_lag3,Month
55.0,22.4,25085448.0,59513712.0,123618768.0,0.38859137892723083,0.3775924742221832,0.3534403145313263,0.3882809281349182,0.3809255063533783,0.34166890382766724,276.9111633300781,278.2366943359375,284.0881042480469,0.014867364428937435,0.017966631799936295,0.0568394735455513,2025-12-01
55.0,22.5,24898806.0,59214760.0,122854240.0,0.3888528645038605,0.3769734799861908,0.35099053382873535,0.38832882046699524,0.37987977266311646,0.3380402624607086,276.858642578125,278.2072448730469,284.0467224121094,0.015038623474538326,0.018514929339289665,0.05836205184459686,2025-12-01
55.0,22.6,24742352.0,58859216.0,122273984.0,0.3893095850944519,0.37733763456344604,0.35152655839920044,0.38883131742477417,0.3805089294910431,0.3390035331249237,276.80804443359375,278.17340087890625,283.9980773925781,0.01534733735024929,0.01904195360839367,0.05980612337589264,2025-12-01
55.0,22.7,24664592.0,58355776.0,122175936.0,0.39322689175605774,0.3827346861362457,0.35555192828178406,0.3924465775489807,0.3854812681674957,0.3463897705078125,276.7530212402344,278.1282958984375,283.9306640625,0.016015617176890373,0.01950574479997158,0.06104999780654907,2025-12-01
55.0,22.8,24586730.0,57856120.0,122062240.0,0.3968258500099182,0.3869776427745819,0.35695376992225647,0.3955783247947693,0.38885751366615295,0.34954833984375,276.69586181640625,278.0859680175781,283.87750244140625,0.01663893647491932,0.019971279427409172,0.06225945055484772,2025-12-01
55.0,22.9,24508802.0,57381808.0,121853728.0,0.39754828810691833,0.38766783475875854,0.358306884765625,0.3963717818260193,0.3897394835948944,0.35072869062423706,276.6534118652344,278.0556335449219,283.85443115234375,0.01699787564575672,0.020452743396162987,0.06327513605356216,2025-12-01
55.0,23.0,24418490.0,56833732.0,121598256.0,0.39843013882637024,0.38885295391082764,0.361453652381897,0.39741411805152893,0.3911885619163513,0.3543986678123474,276.60614013671875,278.0163879394531,283.8050842285156,0.017197588458657265,0.02080111764371395,0.0641973614692688,2025-12-01
55.0,23.1,24338370.0,56264160.0,121268544.0,0.3995645344257355,0.390472412109375,0.3661371171474457,0.3987847566604614,0.3931564390659332,0.36048102378845215,276.5562438964844,277.97015380859375,283.7321472167969,0.01735598035156727,0.021088285371661186,0.06513343751430511,2025-12-01
55.0,23.2,24196616.0,55557504.0,120934192.0,0.39916306734085083,0.3899546265602112,0.36802083253860474,0.3986790180206299,0.3931788206100464,0.36265072226524353,276.4892272949219,277.91455078125,283.65521240234375,0.01705361343920231,0.021176567301154137,0.06574497371912003,2025-12-01
55.0,23.3,24037518.0,54812392.0,120598504.0,0.3994898200035095,0.39006856083869934,0.368991494178772,0.3990694284439087,0.39336395263671875,0.36374345421791077,276.4161376953125,277.8555603027344,283.5816345214844,0.016621479764580727,0.021208344027400017,0.06626509875059128,2025-12-01
55.0,23.4,23910738.0,54171896.0,120319552.0,0.3994087874889374,0.38930919766426086,0.36638420820236206,0.39896419644355774,0.3924301266670227,0.3602452576160431,276.3460388183594,277.8099365234375,283.5290222167969,0.016310445964336395,0.021248748525977135,0.06681463867425919,2025-12-01
55.0,23.5,23816590.0,53634476.0,120097632.0,0.40032801032066345,0.3904434144496918,0.3670836389064789,0.3998044729232788,0.39328715205192566,0.3613468408584595,276.2901306152344,277.7715759277344,283.47540283203125,0.016117198392748833,0.021295255050063133,0.06739021837711334,2025-12-01
55.0,23.6,23815138.0,53388812.0,120036224.0,0.4009499251842499,0.391387939453125,0.3708796203136444,0.4005526900291443,0.3943730592727661,0.3662084639072418,276.2790832519531,277.75830078125,283.43218994140625,0.016252128407359123,0.021351901814341545,0.06805433332920074,2025-12-01
55.0,23.7,23812642.0,53143608.0,119963800.0,0.40126773715019226,0.39182689785957336,0.3729986250400543,0.40097886323928833,0.3949117064476013,0.3689289689064026,276.2665710449219,277.7491760253906,283.4007873535156,0.01637633889913559,0.02140541933476925,0.06871549785137177,2025-12-01
55.0,23.8,23805558.0,52902604.0,119842592.0,0.401337206363678,0.3919626772403717,0.37423214316368103,0.4011167287826538,0.39501953125,0.37027519941329956,276.2588195800781,277.7454833984375,283.377685546875,0.016452424228191376,0.021441256627440453,0.0693703144788742,2025-12-01
55.0,23.9,23815380.0,52752680.0,119669960.0,0.40111199021339417,0.3914896547794342,0.3724847733974457,0.40085628628730774,0.3943980038166046,0.3677820861339569,276.2313537597656,277.7413635253906,283.3498229980469,0.016539297997951508,0.021471520885825157,0.06999850273132324,2025-12-01
55.0,24.0,23850570.0,52727696.0,119428184.0,0.4008078873157501,0.39086660742759705,0.3696712255477905,0.40051373839378357,0.3936599791049957,0.364010214805603,276.19073486328125,277.7413635253906,283.311767578125,0.01660788804292679,0.021433008834719658,0.07060642540454865,2025-12-01
55.0,24.1,23858390.0,52621384.0,119179176.0,0.40132614970207214,0.3922938108444214,0.3737315535545349,0.40121302008628845,0.395172119140625,0.36895063519477844,276.1324157714844,277.7214660644531,283.2420959472656,0.0167473703622818,0.021683191880583763,0.07107646018266678,2025-12-01
55.0,24.2,23860108.0,52497112.0,118928208.0,0.40164974331855774,0.39335936307907104,0.3767877519130707,0.4016744792461395,0.3962844908237457,0.3726521134376526,276.0629577636719,277.69757080078125,283.1734313964844,0.01690288633108139,0.02199546806514263,0.07151402533054352,2025-12-01
55.0,24.3,23865152.0,52374404.0,118672592.0,0.396636426448822,0.3873036801815033,0.3739043176174164,0.39752355217933655,0.39091137051582336,0.36929911375045776,276.00531005859375,277.6815490722656,283.1241455078125,0.01705719530582428,0.02227933518588543,0.07196949422359467,2025-12-01
55.0,24.4,23888396.0,52258752.0,118397576.0,0.39279016852378845,0.38281047344207764,0.371246337890625,0.39443811774253845,0.3869929015636444,0.3660613000392914,275.94403076171875,277.6600646972656,283.07122802734375,0.017264924943447113,0.022405235096812248,0.07250366359949112,2025-12-01
55.0,24.5,23990416.0,52173008.0,118038304.0,0.39324793219566345,0.38246968388557434,0.37505218386650085,0.39478906989097595,0.386199951171875,0.3706837296485901,275.8441467285156,277.59698486328125,282.9674072265625,0.01770373433828354,0.021859435364603996,0.07337590306997299,2025-12-01
55.1,10.5,29302228.0,57840144.0,112673856.0,0.371613085269928,0.3700246214866638,0.35564544796943665,0.3742802143096924,0.3658238649368286,0.34065935015678406,279.29241943359375,280.75360107421875,285.5279541015625,0.014472193084657192,0.021260907873511314,0.07089152932167053,2025-12-01
55.1,10.6,29403512.0,57935624.0,113055256.0,0.3692879378795624,0.3673233091831207,0.3515905439853668,0.3711647689342499,0.36191457509994507,0.33600640296936035,279.266357421875,280.72711181640625,285.5077209472656,0.013962558470666409,0.02063516341149807,0.06969713419675827,2025-12-01
55.1,11.8,31151600.0,59982084.0,118741856.0,0.3603173494338989,0.36156564950942993,0.3361481726169586,0.3611960709095001,0.35616251826286316,0.3220849931240082,279.1290283203125,280.6219177246094,285.4671325683594,0.010080515407025814,0.01455042976886034,0.05591139942407608,2025-12-01
55.1,11.9,31103660.0,59978864.0,118887600.0,0.3617159128189087,0.3630060851573944,0.3408321142196655,0.3629576563835144,0.3579976260662079,0.32689887285232544,279.1463623046875,280.60400390625,285.4704284667969,0.00976943876594305,0.01419746596366167,0.05479523912072182,2025-12-01
55.1,12.0,31171476.0,60041320.0,119244008.0,0.36234360933303833,0.36447805166244507,0.3451867997646332,0.36393317580223083,0.3599995970726013,0.3312958776950836,279.1776123046875,280.59600830078125,285.43695068359375,0.009769215248525143,0.014551852829754353,0.05415525659918785,2025-12-01
55.1,12.1,31124664.0,59976336.0,119291152.0,0.3584037125110626,0.3606363832950592,0.3387318253517151,0.3592103123664856,0.35529887676239014,0.32283562421798706,279.1969909667969,280.5916442871094,285.44464111328125,0.009589984081685543,0.014139053411781788,0.05400064215064049,2025-12-01
55.1,14.9,33033650.0,65126704.0,134700736.0,0.35999324917793274,0.369729608297348,0.35134199261665344,0.3611997365951538,0.3653676211833954,0.3342171907424927,279.12054443359375,280.5799255371094,284.7848815917969,0.01051351334899664,0.02719276212155819,0.05700931325554848,2025-12-01
55.1,15.0,33116180.0,65069864.0,135051792.0,0.35633164644241333,0.3673543334007263,0.34247514605522156,0.3570609390735626,0.3623397946357727,0.32439595460891724,279.1493225097656,280.62530517578125,284.83648681640625,0.010640024207532406,0.027505366131663322,0.05719881132245064,2025-12-01
55.1,15.1,33277168.0,65117936.0,135452944.0,0.3517798185348511,0.3640395998954773,0.3309148848056793,0.3519781827926636,0.3583435118198395,0.31197628378868103,279.1846008300781,280.70245361328125,284.9353332519531,0.01084191258996725,0.02780315838754177,0.057917315512895584,2025-12-01
55.1,21.3,26836346.0,59142480.0,132904688.0,0.3436068892478943,0.3339284360408783,0.33188849687576294,0.34505540132522583,0.3382359743118286,0.3316335380077362,277.2239990234375,278.47113037109375,284.0527038574219,0.02366415224969387,0.015132603235542774,0.05021299421787262,2025-12-01
55.1,21.4,26753338.0,59350888.0,132980184.0,0.39007568359375,0.3806772828102112,0.38040801882743835,0.3912416696548462,0.3846883177757263,0.37939897179603577,277.21221923828125,278.4333801269531,284.0909423828125,0.02233109436929226,0.014434975571930408,0.04909319430589676,2025-12-01
