row_id,Lat,Lon
1321,66.7,21.5
1322,66.7,21.6
1323,66.7,21.7
1324,66.7,21.8
1325,66.7,21.9
1326,66.7,22.0
1327,66.7,22.1
1328,66.7,22.2
1329,66.7,22.3
1330,66.7,22.4
1331,66.7,22.5
1332,66.7,22.6
1333,66.7,22.7
1334,66.7,22.8
1335,66.7,22.9
1336,66.7,23.0
1337,66.7,23.1
1338,66.7,23.2
1339,66.7,23.3
1340,66.7,23.4
1341,66.7,23.5
1342,66.6,15.5
1343,66.6,15.6
1344,66.6,15.7
1345,66.6,15.8
1346,66.6,15.9
1347,66.6,16.0
1348,66.6,16.1
1349,66.6,16.2
1350,66.6,16.3
1351,66.6,16.4
1352,66.6,16.5
1353,66.6,16.6
1354,66.6,16.7
