row_id,Lat,Lon,Month,NDVI,NDVI_clim,NDVI_anom,NDVI_lag1,NDVI_anom_lag1,NDVI_lag2,NDVI_anom_lag2
38,58.89618869997742,15.811379222526217,2023-08-01,0.52895,0.672925,-0.1439749999999999,0.62295,-0.05958125,0.72085,0.0251249999999999
39,57.99401147030202,15.295904007827335,2023-10-01,0.7879,0.6232857142857143,0.1646142857142857,0.76975,-0.0349249999999999,0.76975,-0.0349249999999999
40,57.99482356566898,15.299155858425078,2023-10-01,0.8424,0.6466571428571429,0.1957428571428571,0.83945,0.0098249999999999,0.8913000000000001,0.02631875
41,58.09805405801161,16.727590054957552,2023-10-01,0.7965,0.7039714285714286,0.0925285714285714,0.74155,0.00523125,0.74155,0.00523125
42,58.09822253930468,16.727882692080495,2023-10-01,0.7965,0.7039714285714286,0.0925285714285714,0.7965,0.0925285714285714,0.74155,0.00523125
43,58.81464989376175,16.19110899553735,2023-11-01,0.53995,0.57191875,-0.0319687499999999,0.6659,0.0012714285714285,0.7373500000000001,0.0152375
44,59.251438641783295,15.337053902571432,2024-03-01,0.5226000000000001,0.676675,-0.1540749999999999,0.42385,-0.2120875,0.44485,-0.07865
45,58.24870815005759,16.203589388101566,2024-03-01,0.51985,0.48534375,0.03450625,0.5247,0.049375,0.3048,-0.0627
46,58.097962024321056,15.370186503663348,2024-03-01,0.54695,0.5188375000000001,0.0281124999999999,0.38985,-0.0968812499999999,0.4371,0.0058357142857143
47,57.924287622065734,15.589042668357695,2024-03-01,0.52135,0.5139312500000001,0.0074187499999999,0.39995,-0.06211875,0.17225,-0.2223142857142857
48,58.11347615144336,14.786627814205447,2024-04-01,0.5008,0.6162125,-0.1154125,0.4848,-0.0047625,0.14585,-0.20351875
49,58.76790057967417,16.33213787074765,2024-04-01,0.65095,0.66486875,-0.0139187499999999,0.6918000000000001,0.02801875,0.5172,-0.10745
50,58.19733673582824,15.767798019754036,2024-05-01,0.80235,0.76943125,0.03291875,0.57645,-0.0805187499999999,0.3954,-0.14359375
51,58.80421341808984,15.319058068868376,2024-05-01,0.72475,0.6850750000000001,0.0396749999999999,0.6534,-0.0042375,0.45065,-0.1420375
52,57.74653346125511,15.427322428955671,2024-05-01,0.64285,0.5973375,0.0455125,0.56505,0.02845625,0.59795,0.1182249999999999
